transaction_id,customer_id,transaction_date,channel,product_category,quantity,unit_price,total_amount
TXN0000703,CUST00106,2026-04-27,Mobile App,Apparel,2,68.15,136.3
TXN0000704,CUST00106,2026-03-18,Website,Groceries,4,1.48,5.92
TXN0000705,CUST00106,2026-08-17,In-Store,Electronics,4,126.5,505.99
TXN0000706,CUST00107,2026-07-15,Website,Toys,4,11.57,46.3
TXN0000707,CUST00107,2026-07-05,Website,Electronics,3,77.84,233.53
TXN0000708,CUST00108,2026-02-19,In-Store,Beauty,2,7.2,14.4
TXN0000709,CUST00108,2026-08-16,Website,Sports & Outdoors,1,23.63,23.63
TXN0000710,CUST00108,2026-07-22,Mobile App,Groceries,1,29.83,29.83
TXN0000711,CUST00108,2025-12-05,Website,Books,2,19.9,39.8
TXN0000712,CUST00108,2025-11-14,Mobile App,Home & Kitchen,3,96.85,290.56
TXN0000713,CUST00108,2026-03-22,In-Store,Apparel,3,39.58,118.75
TXN0000714,CUST00108,2025-09-15,Website,Books,4,8.56,34.25
TXN0000715,CUST00108,2026-06-10,In-Store,Apparel,2,27.27,54.53
TXN0000716,CUST00108,2026-02-15,Website,Groceries,4,7.42,29.69
TXN0000717,CUST00108,2026-03-09,Mobile App,Beauty,1,65.08,65.08
TXN0000718,CUST00108,2026-02-23,Mobile App,Apparel,3,26.76,80.29
TXN0000719,CUST00108,2026-01-15,Mobile App,Sports & Outdoors,3,25.34,76.02
TXN0000720,CUST00108,2026-05-01,In-Store,Toys,4,12.89,51.58
TXN0000721,CUST00108,2025-10-28,Mobile App,Home & Kitchen,2,133.72,267.43
TXN0000722,CUST00108,2026-08-13,Mobile App,Beauty,1,10.14,10.14
TXN0000723,CUST00108,2026-05-05,Mobile App,Apparel,2,57.28,114.56
TXN0000724,CUST00109,2026-07-02,Mobile App,Books,3,7.08,21.25
TXN0000725,CUST00109,2026-07-24,Website,Beauty,2,5.51,11.02
TXN0000726,CUST00109,2026-05-22,Mobile App,Groceries,3,21.42,64.26
TXN0000727,CUST00109,2026-06-09,Website,Sports & Outdoors,1,195.25,195.25
TXN0000728,CUST00109,2026-07-14,Mobile App,Sports & Outdoors,1,108.07,108.07
TXN0000729,CUST00109,2026-06-20,In-Store,Beauty,3,13.25,39.75
TXN0000730,CUST00109,2026-07-16,In-Store,Toys,1,83.29,83.29
TXN0000731,CUST00109,2026-06-14,Mobile App,Toys,4,5.61,22.43
TXN0000732,CUST00109,2026-07-11,In-Store,Sports & Outdoors,4,30.92,123.68
TXN0000733,CUST00109,2026-06-12,In-Store,Electronics,3,225.44,676.33
TXN0000734,CUST00110,2026-03-01,Mobile App,Sports & Outdoors,1,145.47,145.47
TXN0000735,CUST00110,2026-04-17,Website,Sports & Outdoors,3,67.63,202.89
TXN0000736,CUST00110,2026-01-26,Website,Home & Kitchen,1,98.53,98.53
TXN0000737,CUST00110,2026-03-10,Website,Books,2,14.03,28.05
TXN0000738,CUST00110,2025-12-06,Mobile App,Books,1,14.0,14.0
TXN0000739,CUST00110,2026-05-15,In-Store,Groceries,3,19.3,57.89
TXN0000740,CUST00110,2026-01-28,Mobile App,Groceries,4,9.01,36.04
TXN0000741,CUST00110,2026-07-05,In-Store,Sports & Outdoors,3,40.4,121.2
TXN0000742,CUST00111,2025-12-05,Mobile App,Home & Kitchen,1,51.42,51.42
TXN0000743,CUST00111,2025-10-30,In-Store,Apparel,1,74.91,74.91
TXN0000744,CUST00111,2025-10-13,In-Store,Home & Kitchen,4,18.32,73.26
TXN0000745,CUST00111,2026-03-22,Mobile App,Groceries,2,31.58,63.16
TXN0000746,CUST00111,2025-11-17,In-Store,Apparel,2,62.99,125.99
TXN0000747,CUST00112,2025-10-01,Mobile App,Toys,1,41.01,41.01
TXN0000748,CUST00112,2025-12-02,Website,Electronics,1,565.29,565.29
TXN0000749,CUST00113,2025-11-19,Mobile App,Electronics,3,42.44,127.33
TXN0000750,CUST00113,2026-01-29,Website,Groceries,2,26.45,52.91
TXN0000751,CUST00113,2026-01-11,Website,Beauty,3,11.93,35.79
TXN0000752,CUST00113,2025-10-18,In-Store,Apparel,2,25.91,51.81
TXN0000753,CUST00113,2026-08-07,Website,Electronics,1,768.72,768.72
TXN0000754,CUST00113,2025-10-19,Website,Sports & Outdoors,3,48.03,144.1
TXN0000755,CUST00114,2026-06-13,In-Store,Groceries,2,24.03,48.06
TXN0000756,CUST00114,2025-11-01,Website,Sports & Outdoors,1,142.04,142.04
TXN0000757,CUST00114,2026-02-24,Website,Toys,1,82.26,82.26
TXN0000758,CUST00114,2026-08-20,Website,Electronics,4,28.65,114.59
TXN0000759,CUST00114,2026-06-29,Website,Toys,3,19.77,59.31
TXN0000760,CUST00115,2026-03-01,In-Store,Apparel,4,36.61,146.45
TXN0000761,CUST00115,2026-05-13,Mobile App,Apparel,4,31.18,124.73
TXN0000762,CUST00115,2026-06-05,Website,Groceries,4,14.09,56.34
TXN0000763,CUST00116,2025-12-13,Website,Beauty,3,7.64,22.93
TXN0000764,CUST00116,2026-03-17,In-Store,Books,3,4.62,13.87
TXN0000765,CUST00116,2026-03-19,In-Store,Sports & Outdoors,1,121.52,121.52
TXN0000766,CUST00116,2026-01-17,Website,Apparel,4,15.61,62.44
TXN0000767,CUST00117,2026-05-02,Website,Sports & Outdoors,2,78.52,157.04
TXN0000768,CUST00117,2025-09-17,Mobile App,Books,1,34.16,34.16
TXN0000769,CUST00118,2026-07-06,Mobile App,Apparel,4,30.5,121.98
TXN0000770,CUST00118,2026-04-13,Mobile App,Books,2,7.82,15.63
TXN0000771,CUST00118,2026-05-21,Mobile App,Toys,3,13.57,40.71
TXN0000772,CUST00119,2026-03-25,In-Store,Books,4,8.28,33.1
TXN0000773,CUST00119,2026-02-22,Mobile App,Sports & Outdoors,2,71.48,142.96
TXN0000774,CUST00119,2026-03-01,Website,Apparel,4,28.7,114.81
TXN0000775,CUST00119,2026-04-24,Website,Toys,1,36.03,36.03
TXN0000776,CUST00119,2026-08-03,In-Store,Home & Kitchen,4,26.56,106.25
TXN0000777,CUST00119,2026-02-01,Website,Apparel,4,26.89,107.54
TXN0000778,CUST00119,2025-11-28,Website,Electronics,2,58.95,117.9
TXN0000779,CUST00119,2025-12-25,In-Store,Electronics,2,308.9,617.81
TXN0000780,CUST00119,2026-07-16,Mobile App,Groceries,4,8.56,34.25
TXN0000781,CUST00119,2026-08-11,Website,Sports & Outdoors,3,28.48,85.44
TXN0000782,CUST00119,2026-01-16,In-Store,Books,3,10.32,30.97
TXN0000783,CUST00119,2026-04-28,In-Store,Electronics,4,127.16,508.62
TXN0000784,CUST00119,2026-05-18,In-Store,Groceries,1,9.68,9.68
TXN0000785,CUST00119,2026-01-09,Website,Sports & Outdoors,3,13.59,40.78
TXN0000786,CUST00119,2026-06-23,In-Store,Beauty,4,12.21,48.85
TXN0000787,CUST00119,2026-02-27,Mobile App,Books,4,5.25,20.99
TXN0000788,CUST00119,2026-05-25,Mobile App,Home & Kitchen,2,76.48,152.96
TXN0000789,CUST00120,2026-02-18,Website,Sports & Outdoors,2,106.19,212.39
TXN0000790,CUST00120,2026-05-19,Website,Home & Kitchen,1,57.6,57.6
TXN0000791,CUST00120,2026-07-13,Mobile App,Home & Kitchen,4,55.49,221.97
TXN0000792,CUST00120,2026-01-11,Mobile App,Home & Kitchen,4,10.93,43.71
TXN0000793,CUST00120,2025-12-08,In-Store,Books,4,6.99,27.94
TXN0000794,CUST00121,2026-05-10,Mobile App,Toys,2,20.39,40.78
TXN0000795,CUST00121,2025-12-24,Website,Electronics,2,241.72,483.45
TXN0000796,CUST00121,2025-12-31,Mobile App,Groceries,3,11.94,35.81
TXN0000797,CUST00121,2026-06-28,Website,Electronics,3,158.7,476.11
TXN0000798,CUST00121,2026-02-16,Website,Toys,1,86.94,86.94
TXN0000799,CUST00121,2026-05-10,Website,Groceries,1,39.87,39.87
TXN0000800,CUST00121,2026-04-23,Mobile App,Apparel,1,48.11,48.11
TXN0000801,CUST00121,2026-07-10,Mobile App,Groceries,3,16.99,50.98
TXN0000802,CUST00121,2025-12-04,Mobile App,Electronics,4,100.41,401.65
TXN0000803,CUST00121,2025-12-29,Mobile App,Sports & Outdoors,3,37.98,113.94
TXN0000804,CUST00121,2026-01-17,Website,Electronics,3,190.43,571.29
TXN0000805,CUST00121,2026-02-11,Mobile App,Groceries,4,2.4,9.61
TXN0000806,CUST00121,2026-02-03,Mobile App,Electronics,3,180.75,542.24
TXN0000807,CUST00121,2026-01-28,In-Store,Electronics,1,265.11,265.11
TXN0000808,CUST00121,2026-05-14,Website,Apparel,3,43.32,129.95
TXN0000809,CUST00121,2026-01-29,Website,Groceries,3,8.55,25.64
TXN0000810,CUST00122,2026-06-26,Mobile App,Home & Kitchen,2,137.42,274.84
TXN0000811,CUST00122,2026-08-08,Mobile App,Sports & Outdoors,3,68.28,204.84
TXN0000812,CUST00122,2026-06-18,In-Store,Beauty,1,53.64,53.64
TXN0000813,CUST00122,2026-07-11,Website,Apparel,2,72.8,145.59
TXN0000814,CUST00122,2026-08-18,In-Store,Books,2,16.32,32.65
TXN0000815,CUST00122,2026-06-23,Mobile App,Home & Kitchen,3,26.35,79.04
TXN0000816,CUST00122,2026-05-31,Website,Groceries,1,61.66,61.66
TXN0000817,CUST00122,2026-05-15,Website,Toys,3,13.97,41.9
TXN0000818,CUST00123,2026-08-08,Mobile App,Beauty,4,11.04,44.18
TXN0000819,CUST00123,2026-08-05,Mobile App,Home & Kitchen,4,42.13,168.52
TXN0000820,CUST00123,2026-08-19,Website,Toys,3,13.52,40.56
TXN0000821,CUST00123,2026-08-07,In-Store,Electronics,3,41.01,123.02
TXN0000822,CUST00123,2026-07-08,In-Store,Books,3,9.18,27.54
TXN0000823,CUST00123,2026-07-13,Website,Groceries,3,21.72,65.17
TXN0000824,CUST00123,2026-07-09,Mobile App,Books,2,11.38,22.76
TXN0000825,CUST00124,2025-09-18,Mobile App,Beauty,2,28.4,56.8
TXN0000826,CUST00124,2026-07-09,Website,Electronics,1,554.6,554.6
TXN0000827,CUST00124,2026-03-12,Website,Apparel,4,21.48,85.91
TXN0000828,CUST00124,2025-09-05,Website,Groceries,1,23.89,23.89
TXN0000829,CUST00124,2026-01-16,Website,Apparel,2,11.34,22.68
TXN0000830,CUST00124,2026-05-29,In-Store,Apparel,1,110.59,110.59
TXN0000831,CUST00124,2025-09-25,Website,Home & Kitchen,2,62.63,125.27
TXN0000832,CUST00124,2025-11-29,In-Store,Home & Kitchen,4,22.73,90.93
TXN0000833,CUST00124,2025-10-21,Mobile App,Apparel,3,33.75,101.24
TXN0000834,CUST00125,2026-04-19,Mobile App,Sports & Outdoors,1,75.47,75.47
TXN0000835,CUST00125,2026-07-11,Website,Electronics,3,112.37,337.1
TXN0000836,CUST00125,2025-12-16,In-Store,Groceries,3,25.56,76.67
TXN0000837,CUST00125,2025-11-24,Website,Apparel,2,40.69,81.38
TXN0000838,CUST00126,2025-12-07,Website,Toys,4,4.67,18.67
TXN0000839,CUST00126,2026-04-09,Website,Apparel,3,46.07,138.2
TXN0000840,CUST00126,2025-10-13,Website,Apparel,3,8.17,24.51
TXN0000841,CUST00126,2026-06-24,In-Store,Electronics,2,361.19,722.38
TXN0000842,CUST00126,2025-09-06,Mobile App,Electronics,4,187.42,749.67
TXN0000843,CUST00127,2026-07-17,Website,Sports & Outdoors,1,227.59,227.59
TXN0000844,CUST00127,2026-08-07,Mobile App,Toys,4,12.06,48.25
TXN0000845,CUST00127,2026-06-11,In-Store,Apparel,1,87.92,87.92
TXN0000846,CUST00128,2026-02-14,In-Store,Toys,3,6.57,19.7
TXN0000847,CUST00128,2026-08-12,Website,Groceries,1,35.05,35.05
TXN0000848,CUST00128,2026-03-09,Website,Sports & Outdoors,4,8.48,33.91
TXN0000849,CUST00128,2025-12-03,In-Store,Groceries,2,26.79,53.58
TXN0000850,CUST00129,2026-02-16,Website,Books,3,9.71,29.14
TXN0000851,CUST00129,2026-08-11,Mobile App,Apparel,3,33.38,100.13
TXN0000852,CUST00129,2026-05-12,Mobile App,Toys,2,34.41,68.83
TXN0000853,CUST00129,2025-11-18,Website,Electronics,2,294.9,589.8
TXN0000854,CUST00129,2026-04-08,Mobile App,Apparel,3,40.67,122.02
TXN0000855,CUST00130,2026-04-11,Mobile App,Toys,1,87.33,87.33
TXN0000856,CUST00130,2026-04-12,Website,Electronics,1,303.29,303.29
TXN0000857,CUST00130,2026-03-18,Mobile App,Beauty,4,20.66,82.64
TXN0000858,CUST00130,2026-03-03,In-Store,Home & Kitchen,2,113.75,227.49
TXN0000859,CUST00131,2026-04-14,Website,Home & Kitchen,1,156.89,156.89
TXN0000860,CUST00131,2025-12-16,Mobile App,Electronics,2,116.0,232.01
TXN0000861,CUST00131,2025-12-29,Website,Electronics,1,728.5,728.5
TXN0000862,CUST00131,2026-03-09,Mobile App,Home & Kitchen,1,253.9,253.9
TXN0000863,CUST00131,2026-06-12,In-Store,Apparel,2,15.21,30.41
TXN0000864,CUST00131,2026-02-02,Website,Beauty,4,12.09,48.36
TXN0000865,CUST00131,2026-01-05,Website,Home & Kitchen,2,55.02,110.05
TXN0000866,CUST00131,2025-11-28,In-Store,Home & Kitchen,1,113.94,113.94
TXN0000867,CUST00131,2025-12-14,Website,Books,3,4.46,13.38
TXN0000868,CUST00132,2026-06-20,Website,Beauty,1,93.31,93.31
TXN0000869,CUST00132,2026-08-10,Website,Books,1,32.89,32.89
TXN0000870,CUST00132,2026-08-12,In-Store,Apparel,2,7.93,15.86
TXN0000871,CUST00132,2026-07-11,In-Store,Groceries,4,9.05,36.22
TXN0000872,CUST00132,2026-07-19,Mobile App,Beauty,3,7.63,22.88
TXN0000873,CUST00133,2025-08-29,Mobile App,Beauty,1,94.43,94.43
TXN0000874,CUST00133,2026-07-24,Mobile App,Toys,1,58.96,58.96
TXN0000875,CUST00133,2026-08-02,Mobile App,Groceries,1,31.09,31.09
TXN0000876,CUST00133,2026-02-14,Mobile App,Beauty,1,20.58,20.58
TXN0000877,CUST00133,2025-08-30,Mobile App,Beauty,2,25.89,51.78
TXN0000878,CUST00133,2026-01-28,Website,Beauty,2,10.07,20.14
TXN0000879,CUST00133,2025-12-10,Mobile App,Toys,2,24.9,49.8
TXN0000880,CUST00133,2025-11-18,Mobile App,Electronics,3,30.17,90.52
TXN0000881,CUST00133,2025-08-29,Website,Books,4,4.01,16.04
TXN0000882,CUST00133,2026-01-08,Website,Electronics,2,371.82,743.65
TXN0000883,CUST00133,2026-01-22,Website,Electronics,1,413.8,413.8
TXN0000884,CUST00133,2026-03-16,Website,Beauty,3,24.98,74.93
TXN0000885,CUST00133,2026-01-16,Mobile App,Sports & Outdoors,1,69.06,69.06
TXN0000886,CUST00133,2025-10-24,Website,Apparel,4,11.75,47.01
TXN0000887,CUST00133,2026-05-19,In-Store,Books,1,36.52,36.52
TXN0000888,CUST00133,2026-01-14,Mobile App,Toys,4,3.59,14.35
TXN0000889,CUST00133,2026-01-10,Website,Toys,3,8.08,24.24
TXN0000890,CUST00133,2025-11-29,Website,Beauty,3,22.29,66.88
TXN0000891,CUST00133,2026-01-26,Website,Home & Kitchen,1,28.99,28.99
TXN0000892,CUST00133,2025-11-21,Website,Apparel,4,32.49,129.97
TXN0000893,CUST00133,2026-05-29,Mobile App,Sports & Outdoors,3,22.22,66.67
TXN0000894,CUST00133,2026-07-20,Mobile App,Home & Kitchen,2,90.94,181.87
TXN0000895,CUST00134,2026-06-13,Mobile App,Toys,2,39.49,78.98
TXN0000896,CUST00135,2026-07-02,Mobile App,Toys,4,8.08,32.33
TXN0000897,CUST00135,2026-04-28,Mobile App,Beauty,4,8.07,32.3
TXN0000898,CUST00135,2026-07-11,Mobile App,Home & Kitchen,1,275.85,275.85
TXN0000899,CUST00135,2026-07-22,Mobile App,Electronics,4,20.01,80.04
TXN0000900,CUST00135,2026-05-19,Mobile App,Electronics,4,92.32,369.27
TXN0000901,CUST00135,2026-07-29,Mobile App,Apparel,2,38.04,76.08
TXN0000902,CUST00135,2026-04-12,Website,Electronics,4,142.47,569.87
TXN0000903,CUST00135,2026-04-29,In-Store,Home & Kitchen,2,60.17,120.35
TXN0000904,CUST00135,2026-06-24,Mobile App,Apparel,3,5.72,17.15
TXN0000905,CUST00135,2026-06-21,Website,Toys,1,78.63,78.63
TXN0000906,CUST00135,2026-04-26,In-Store,Toys,4,17.94,71.75
TXN0000907,CUST00135,2026-06-22,Website,Sports & Outdoors,1,162.3,162.3
TXN0000908,CUST00135,2026-04-13,In-Store,Apparel,3,22.32,66.96
TXN0000909,CUST00135,2026-03-17,Mobile App,Groceries,3,12.31,36.94
TXN0000910,CUST00135,2026-03-21,Mobile App,Beauty,1,80.89,80.89
TXN0000911,CUST00135,2026-06-08,Mobile App,Sports & Outdoors,1,187.9,187.9
TXN0000912,CUST00135,2026-04-12,Mobile App,Sports & Outdoors,1,223.67,223.67
TXN0000913,CUST00135,2026-03-30,Website,Toys,3,19.84,59.53
TXN0000914,CUST00135,2026-04-26,Website,Apparel,2,45.35,90.7
TXN0000915,CUST00135,2026-07-07,Website,Sports & Outdoors,1,71.08,71.08
TXN0000916,CUST00135,2026-07-09,Mobile App,Beauty,2,38.9,77.79
TXN0000917,CUST00135,2026-04-20,Website,Groceries,4,10.69,42.77
TXN0000918,CUST00135,2026-04-07,Website,Apparel,4,16.33,65.33
TXN0000919,CUST00136,2026-02-20,Mobile App,Apparel,3,26.16,78.47
TXN0000920,CUST00136,2025-12-28,Mobile App,Sports & Outdoors,1,202.98,202.98
TXN0000921,CUST00136,2025-12-17,Website,Toys,4,4.25,16.98
TXN0000922,CUST00136,2026-06-10,In-Store,Groceries,1,76.87,76.87
TXN0000923,CUST00136,2026-08-21,Website,Groceries,2,6.7,13.4
TXN0000924,CUST00136,2026-02-09,Mobile App,Beauty,1,56.86,56.86
TXN0000925,CUST00136,2026-06-07,Website,Home & Kitchen,4,38.17,152.69
TXN0000926,CUST00137,2026-02-10,Mobile App,Electronics,1,268.64,268.64
TXN0000927,CUST00137,2026-07-08,Website,Beauty,3,28.38,85.15
TXN0000928,CUST00137,2026-08-08,Mobile App,Sports & Outdoors,3,56.37,169.1
TXN0000929,CUST00137,2025-11-24,Mobile App,Toys,2,23.32,46.64
TXN0000930,CUST00138,2026-06-02,Website,Groceries,3,7.34,22.01
TXN0000931,CUST00138,2025-09-21,In-Store,Electronics,3,53.75,161.25
TXN0000932,CUST00138,2026-02-12,Mobile App,Home & Kitchen,2,96.61,193.22
TXN0000933,CUST00138,2025-11-04,Mobile App,Groceries,2,9.34,18.67
TXN0000934,CUST00138,2026-06-25,In-Store,Home & Kitchen,1,65.15,65.15
TXN0000935,CUST00138,2026-06-17,Website,Sports & Outdoors,4,37.5,150.01
TXN0000936,CUST00138,2026-06-21,Website,Home & Kitchen,1,77.44,77.44
TXN0000937,CUST00138,2025-10-09,Mobile App,Sports & Outdoors,4,12.44,49.77
TXN0000938,CUST00138,2026-05-30,Mobile App,Home & Kitchen,1,169.42,169.42
TXN0000939,CUST00138,2025-11-24,In-Store,Books,2,18.89,37.79
TXN0000940,CUST00139,2026-05-31,In-Store,Home & Kitchen,3,7.07,21.2
TXN0000941,CUST00139,2026-02-02,Mobile App,Groceries,3,13.51,40.54
TXN0000942,CUST00139,2026-05-19,In-Store,Home & Kitchen,4,60.97,243.88
TXN0000943,CUST00139,2025-09-08,Website,Apparel,1,113.77,113.77
TXN0000944,CUST00139,2026-02-08,Website,Apparel,4,14.15,56.59
TXN0000945,CUST00139,2026-05-31,Mobile App,Beauty,1,50.14,50.14
TXN0000946,CUST00139,2026-03-02,Website,Beauty,2,31.25,62.51
TXN0000947,CUST00139,2026-08-15,In-Store,Groceries,1,19.68,19.68
TXN0000948,CUST00139,2026-02-13,Mobile App,Toys,1,64.17,64.17
TXN0000949,CUST00139,2026-04-29,In-Store,Books,3,4.74,14.22
TXN0000950,CUST00139,2025-12-17,Mobile App,Electronics,3,243.78,731.34
TXN0000951,CUST00139,2025-12-21,Website,Books,3,6.61,19.83
TXN0000952,CUST00139,2026-04-10,Website,Sports & Outdoors,4,24.39,97.57
TXN0000953,CUST00139,2025-09-11,In-Store,Apparel,4,11.03,44.12
TXN0000954,CUST00139,2026-07-30,Mobile App,Books,3,11.24,33.72
TXN0000955,CUST00140,2026-03-08,In-Store,Books,4,7.83,31.32
TXN0000956,CUST00140,2025-12-05,Website,Apparel,3,11.46,34.39
TXN0000957,CUST00141,2026-04-13,In-Store,Sports & Outdoors,4,7.63,30.54
TXN0000958,CUST00141,2025-11-06,Website,Books,3,9.48,28.44
TXN0000959,CUST00141,2026-07-12,Mobile App,Toys,2,33.41,66.82
TXN0000960,CUST00141,2026-07-03,Website,Books,4,4.32,17.26
TXN0000961,CUST00142,2025-11-13,In-Store,Groceries,3,22.53,67.59
TXN0000962,CUST00142,2025-10-06,Mobile App,Toys,1,27.96,27.96
TXN0000963,CUST00142,2026-04-11,Website,Groceries,4,19.18,76.7
TXN0000964,CUST00142,2025-12-21,Website,Groceries,4,9.07,36.29
TXN0000965,CUST00142,2025-10-26,In-Store,Beauty,3,4.19,12.56
TXN0000966,CUST00142,2025-12-04,Mobile App,Apparel,3,31.95,95.85
TXN0000967,CUST00142,2025-10-09,Mobile App,Books,4,8.95,35.79
TXN0000968,CUST00142,2026-06-07,In-Store,Apparel,1,65.38,65.38
TXN0000969,CUST00142,2025-08-30,In-Store,Home & Kitchen,2,91.43,182.86
TXN0000970,CUST00142,2025-09-11,Website,Home & Kitchen,1,120.07,120.07
TXN0000971,CUST00142,2026-06-05,Website,Books,3,9.45,28.36
TXN0000972,CUST00142,2026-02-14,Website,Groceries,1,44.72,44.72
TXN0000973,CUST00142,2026-03-29,Mobile App,Home & Kitchen,2,117.06,234.11
TXN0000974,CUST00142,2026-01-07,Mobile App,Sports & Outdoors,3,69.77,209.3
TXN0000975,CUST00143,2025-11-12,Mobile App,Sports & Outdoors,3,12.51,37.52
TXN0000976,CUST00143,2025-12-03,In-Store,Electronics,3,50.9,152.71
TXN0000977,CUST00143,2025-11-13,Website,Toys,2,21.48,42.96
TXN0000978,CUST00144,2026-04-06,Website,Beauty,1,84.84,84.84
TXN0000979,CUST00144,2026-07-28,Mobile App,Apparel,2,15.37,30.74
TXN0000980,CUST00144,2026-08-20,In-Store,Toys,3,12.62,37.86
TXN0000981,CUST00144,2026-04-09,Website,Toys,3,27.06,81.18
TXN0000982,CUST00145,2025-09-17,Mobile App,Electronics,1,608.35,608.35
TXN0000983,CUST00145,2026-04-16,Website,Home & Kitchen,3,70.88,212.65
TXN0000984,CUST00145,2026-05-06,Website,Home & Kitchen,4,73.68,294.71
TXN0000985,CUST00145,2026-06-07,Mobile App,Apparel,4,6.37,25.49
TXN0000986,CUST00145,2025-10-11,In-Store,Electronics,1,197.26,197.26
TXN0000987,CUST00145,2025-11-18,In-Store,Electronics,3,133.94,401.81
TXN0000988,CUST00145,2026-08-15,Website,Groceries,1,55.07,55.07
TXN0000989,CUST00145,2026-06-06,In-Store,Beauty,2,31.44,62.88
TXN0000990,CUST00145,2026-05-26,Website,Sports & Outdoors,2,10.94,21.88
TXN0000991,CUST00145,2026-06-12,In-Store,Groceries,3,25.39,76.16
TXN0000992,CUST00146,2026-07-22,Website,Beauty,1,55.44,55.44
TXN0000993,CUST00146,2026-07-09,Website,Electronics,2,223.31,446.63
TXN0000994,CUST00146,2026-08-05,In-Store,Home & Kitchen,1,272.46,272.46
TXN0000995,CUST00146,2026-07-18,In-Store,Apparel,4,34.94,139.77
TXN0000996,CUST00146,2026-07-06,Website,Home & Kitchen,1,143.11,143.11
TXN0000997,CUST00146,2026-08-16,Website,Sports & Outdoors,4,61.4,245.61
TXN0000998,CUST00146,2026-07-25,Website,Beauty,3,15.56,46.68
TXN0000999,CUST00146,2026-07-22,Website,Apparel,4,21.29,85.16
TXN0001000,CUST00146,2026-07-14,In-Store,Groceries,1,46.78,46.78
TXN0001001,CUST00146,2026-08-05,Website,Toys,3,6.42,19.26
TXN0001002,CUST00146,2026-07-09,Mobile App,Groceries,4,14.13,56.53
TXN0001003,CUST00146,2026-07-09,Website,Books,4,4.33,17.3
TXN0001004,CUST00146,2026-07-17,Website,Apparel,4,33.95,135.79
TXN0001005,CUST00147,2026-07-12,Website,Toys,4,15.94,63.77
TXN0001006,CUST00147,2026-05-05,Mobile App,Apparel,4,7.77,31.09
TXN0001007,CUST00147,2026-07-27,Mobile App,Apparel,2,57.55,115.09
TXN0001008,CUST00147,2026-08-09,Website,Beauty,4,10.12,40.48
TXN0001009,CUST00147,2026-06-16,Website,Books,3,10.4,31.21
TXN0001010,CUST00147,2026-04-04,In-Store,Groceries,4,15.43,61.72
TXN0001011,CUST00147,2026-04-17,Website,Books,3,13.2,39.6
TXN0001012,CUST00147,2026-05-08,Website,Toys,3,6.21,18.64
TXN0001013,CUST00147,2026-05-03,Mobile App,Beauty,2,33.27,66.55
TXN0001014,CUST00147,2026-05-19,Website,Electronics,4,168.18,672.73
TXN0001015,CUST00147,2026-03-25,Mobile App,Home & Kitchen,3,42.38,127.14
TXN0001016,CUST00147,2026-06-28,Website,Apparel,4,29.41,117.62
TXN0001017,CUST00147,2026-05-20,In-Store,Beauty,4,9.11,36.42
TXN0001018,CUST00148,2025-11-01,Mobile App,Sports & Outdoors,1,205.23,205.23
TXN0001019,CUST00148,2025-09-02,In-Store,Electronics,1,793.03,793.03
TXN0001020,CUST00148,2026-07-01,Website,Sports & Outdoors,4,53.86,215.43
TXN0001021,CUST00148,2026-06-02,Mobile App,Electronics,3,60.88,182.65
TXN0001022,CUST00149,2025-11-20,Mobile App,Home & Kitchen,4,26.87,107.49
TXN0001023,CUST00149,2026-05-13,Mobile App,Apparel,4,22.95,91.8
TXN0001024,CUST00149,2026-04-20,Mobile App,Toys,2,24.04,48.07
TXN0001025,CUST00149,2026-03-09,Mobile App,Books,4,4.11,16.43
TXN0001026,CUST00149,2026-01-13,Mobile App,Sports & Outdoors,3,65.04,195.12
TXN0001027,CUST00149,2026-03-03,Website,Electronics,2,246.43,492.85
TXN0001028,CUST00149,2026-02-22,In-Store,Sports & Outdoors,1,205.25,205.25
TXN0001029,CUST00149,2026-03-13,In-Store,Sports & Outdoors,4,26.11,104.43
TXN0001030,CUST00149,2026-04-04,Website,Sports & Outdoors,1,111.8,111.8
TXN0001031,CUST00149,2025-12-21,Mobile App,Beauty,3,10.37,31.12
TXN0001032,CUST00150,2026-04-14,Website,Apparel,1,132.31,132.31
TXN0001033,CUST00150,2025-10-05,Website,Electronics,1,453.81,453.81
TXN0001034,CUST00150,2026-03-03,Mobile App,Books,4,6.54,26.18
TXN0001035,CUST00150,2025-09-20,Website,Toys,3,19.01,57.04
TXN0001036,CUST00150,2026-06-23,Website,Books,1,18.32,18.32
TXN0001037,CUST00150,2025-10-12,In-Store,Apparel,2,54.13,108.27
TXN0001038,CUST00150,2026-07-07,Website,Sports & Outdoors,3,18.05,54.16
TXN0001039,CUST00150,2025-11-07,Website,Books,1,14.46,14.46
TXN0001040,CUST00151,2026-06-06,In-Store,Beauty,1,35.86,35.86
TXN0001041,CUST00151,2026-04-10,Website,Books,1,33.75,33.75
TXN0001042,CUST00151,2026-06-19,Mobile App,Apparel,3,31.63,94.9
TXN0001043,CUST00151,2026-07-28,Website,Toys,3,14.72,44.17
TXN0001044,CUST00151,2026-07-02,In-Store,Groceries,3,14.28,42.85
TXN0001045,CUST00151,2026-06-12,Mobile App,Sports & Outdoors,4,15.51,62.02
TXN0001046,CUST00151,2026-07-08,Website,Toys,2,31.86,63.72
TXN0001047,CUST00151,2026-05-03,In-Store,Home & Kitchen,2,90.76,181.52
TXN0001048,CUST00151,2026-05-20,Mobile App,Toys,4,7.86,31.43
