session_id,customer_id,session_date,device,pages_viewed,duration_minutes,resulted_in_purchase
SESS0001531,CUST00067,2026-05-29,Website - Mobile Browser,13,10.8,False
SESS0001532,CUST00067,2025-10-08,Mobile App,10,26.6,False
SESS0001533,CUST00067,2025-12-12,Website - Desktop,13,29.4,True
SESS0001534,CUST00067,2025-12-10,Mobile App,20,23.9,False
SESS0001535,CUST00067,2025-11-11,Mobile App,16,18.7,True
SESS0001536,CUST00067,2026-05-19,Website - Mobile Browser,14,11.7,False
SESS0001537,CUST00067,2026-03-19,Website - Desktop,4,24.4,False
SESS0001538,CUST00067,2025-11-13,Website - Desktop,18,13.0,False
SESS0001539,CUST00067,2025-12-14,Website - Desktop,15,26.0,True
SESS0001540,CUST00067,2026-07-28,Website - Desktop,13,1.0,True
SESS0001541,CUST00067,2026-04-15,Mobile App,12,15.4,True
SESS0001542,CUST00067,2026-06-20,Website - Desktop,7,20.6,True
SESS0001543,CUST00067,2025-09-08,Mobile App,22,21.9,False
SESS0001544,CUST00067,2026-02-09,Website - Desktop,16,24.4,False
SESS0001545,CUST00067,2026-04-06,Mobile App,12,16.0,False
SESS0001546,CUST00067,2026-02-18,Website - Desktop,5,5.8,False
SESS0001547,CUST00067,2026-01-02,Mobile App,8,17.9,False
SESS0001548,CUST00067,2026-04-05,Website - Mobile Browser,9,2.2,False
SESS0001549,CUST00067,2025-12-23,Website - Desktop,24,22.5,True
SESS0001550,CUST00067,2026-01-01,Website - Mobile Browser,11,21.0,False
SESS0001551,CUST00067,2025-08-28,Website - Desktop,19,2.1,False
SESS0001552,CUST00067,2026-07-13,Mobile App,19,28.0,True
SESS0001553,CUST00067,2025-11-02,Website - Mobile Browser,17,19.3,False
SESS0001554,CUST00067,2026-01-01,Website - Desktop,24,28.1,False
SESS0001555,CUST00067,2025-10-02,Website - Desktop,19,6.8,False
SESS0001556,CUST00067,2026-02-20,Mobile App,18,7.4,False
SESS0001557,CUST00067,2025-09-26,Website - Mobile Browser,20,15.1,False
SESS0001558,CUST00067,2026-02-28,Website - Mobile Browser,15,12.2,False
SESS0001559,CUST00067,2025-10-21,Website - Desktop,22,14.3,False
SESS0001560,CUST00067,2025-10-10,Mobile App,24,21.0,False
SESS0001561,CUST00067,2026-02-18,Website - Mobile Browser,3,16.5,False
SESS0001562,CUST00067,2025-10-22,Mobile App,21,3.5,True
SESS0001563,CUST00067,2026-04-20,Mobile App,20,11.1,False
SESS0001564,CUST00067,2025-11-16,Mobile App,7,25.6,True
SESS0001565,CUST00067,2026-01-16,Website - Mobile Browser,20,21.1,True
SESS0001566,CUST00067,2025-12-12,Website - Mobile Browser,5,6.7,False
SESS0001567,CUST00068,2026-01-28,Website - Desktop,9,1.7,False
SESS0001568,CUST00068,2025-10-31,Mobile App,11,7.6,True
SESS0001569,CUST00068,2026-06-15,Website - Desktop,15,11.6,False
SESS0001570,CUST00068,2025-10-05,Website - Mobile Browser,6,8.1,False
SESS0001571,CUST00068,2026-01-31,Mobile App,20,28.0,True
SESS0001572,CUST00068,2026-06-25,Website - Mobile Browser,18,26.1,False
SESS0001573,CUST00068,2025-10-24,Mobile App,5,7.5,True
SESS0001574,CUST00068,2026-01-01,Website - Mobile Browser,4,7.9,False
SESS0001575,CUST00068,2026-01-30,Mobile App,14,18.7,False
SESS0001576,CUST00068,2026-01-03,Mobile App,17,8.7,True
SESS0001577,CUST00068,2026-07-06,Website - Desktop,16,20.0,False
SESS0001578,CUST00068,2025-11-06,Website - Mobile Browser,5,26.7,True
SESS0001579,CUST00068,2025-11-03,Website - Mobile Browser,16,10.3,False
SESS0001580,CUST00068,2025-09-10,Mobile App,11,25.4,False
SESS0001581,CUST00068,2026-01-16,Mobile App,13,2.2,False
SESS0001582,CUST00068,2026-05-21,Website - Desktop,14,17.3,False
SESS0001583,CUST00068,2026-07-17,Mobile App,7,16.8,False
SESS0001584,CUST00068,2025-10-23,Mobile App,1,21.6,False
SESS0001585,CUST00068,2025-11-06,Website - Desktop,8,6.8,True
SESS0001586,CUST00068,2026-02-15,Website - Desktop,21,21.9,True
SESS0001587,CUST00068,2026-04-23,Mobile App,16,13.8,False
SESS0001588,CUST00068,2025-11-30,Mobile App,3,12.7,False
SESS0001589,CUST00068,2026-01-25,Website - Mobile Browser,2,28.7,False
SESS0001590,CUST00068,2026-03-13,Website - Desktop,24,14.6,False
SESS0001591,CUST00068,2026-06-10,Website - Desktop,1,6.6,False
SESS0001592,CUST00069,2026-05-11,Website - Desktop,2,10.4,False
SESS0001593,CUST00069,2025-12-21,Website - Mobile Browser,17,24.0,True
SESS0001594,CUST00069,2026-05-29,Website - Desktop,3,22.0,True
SESS0001595,CUST00069,2026-07-10,Website - Desktop,23,9.3,True
SESS0001596,CUST00069,2026-02-23,Website - Desktop,9,1.0,False
SESS0001597,CUST00069,2026-07-25,Website - Desktop,16,23.6,False
SESS0001598,CUST00069,2026-06-26,Mobile App,14,13.9,True
SESS0001599,CUST00069,2026-01-13,Website - Mobile Browser,1,25.3,False
SESS0001600,CUST00069,2025-10-05,Mobile App,1,25.4,False
SESS0001601,CUST00069,2025-10-04,Website - Desktop,7,24.2,False
SESS0001602,CUST00069,2025-09-03,Website - Desktop,21,25.5,False
SESS0001603,CUST00069,2025-10-21,Website - Desktop,9,28.4,False
SESS0001604,CUST00069,2026-02-23,Website - Desktop,19,13.7,False
SESS0001605,CUST00069,2026-05-30,Website - Desktop,21,17.8,True
SESS0001606,CUST00069,2025-11-20,Mobile App,19,21.1,False
SESS0001607,CUST00070,2026-04-28,Website - Mobile Browser,19,25.2,False
SESS0001608,CUST00070,2025-12-28,Website - Mobile Browser,3,8.1,False
SESS0001609,CUST00070,2026-08-13,Website - Mobile Browser,14,1.5,False
SESS0001610,CUST00070,2026-05-19,Website - Desktop,11,0.9,False
SESS0001611,CUST00070,2026-01-30,Website - Mobile Browser,22,6.6,False
SESS0001612,CUST00070,2025-12-09,Website - Desktop,10,6.9,True
SESS0001613,CUST00070,2026-02-17,Mobile App,19,8.1,False
SESS0001614,CUST00070,2026-05-27,Mobile App,4,5.1,False
SESS0001615,CUST00070,2025-11-24,Website - Mobile Browser,18,24.3,True
SESS0001616,CUST00070,2025-10-20,Mobile App,11,18.7,False
SESS0001617,CUST00070,2026-02-27,Website - Desktop,8,7.9,True
SESS0001618,CUST00070,2025-11-24,Mobile App,6,20.7,False
SESS0001619,CUST00070,2026-05-30,Website - Mobile Browser,6,4.6,True
SESS0001620,CUST00070,2026-07-04,Website - Mobile Browser,17,21.2,False
SESS0001621,CUST00070,2026-08-19,Website - Desktop,10,5.6,False
SESS0001622,CUST00070,2025-11-24,Website - Mobile Browser,6,10.6,False
SESS0001623,CUST00070,2026-06-18,Website - Mobile Browser,17,21.0,True
SESS0001624,CUST00070,2025-11-06,Website - Mobile Browser,25,15.3,True
SESS0001625,CUST00070,2026-05-08,Mobile App,7,13.8,False
SESS0001626,CUST00070,2026-06-14,Website - Mobile Browser,16,2.2,False
SESS0001627,CUST00070,2026-05-06,Website - Desktop,3,11.9,True
SESS0001628,CUST00070,2026-02-23,Website - Mobile Browser,3,29.6,True
SESS0001629,CUST00070,2025-10-31,Website - Mobile Browser,9,17.5,False
SESS0001630,CUST00070,2026-08-19,Website - Desktop,15,22.6,False
SESS0001631,CUST00070,2026-03-27,Website - Mobile Browser,9,12.0,False
SESS0001632,CUST00070,2026-04-12,Website - Desktop,17,13.1,False
SESS0001633,CUST00070,2025-11-17,Website - Desktop,19,23.4,False
SESS0001634,CUST00070,2025-10-13,Website - Mobile Browser,18,7.6,True
SESS0001635,CUST00070,2025-09-09,Website - Mobile Browser,15,5.0,False
SESS0001636,CUST00070,2026-08-18,Mobile App,2,25.3,True
SESS0001637,CUST00070,2026-07-27,Mobile App,14,3.0,False
SESS0001638,CUST00072,2026-01-27,Website - Desktop,11,11.0,False
SESS0001639,CUST00072,2026-04-05,Website - Desktop,22,15.4,False
SESS0001640,CUST00072,2025-09-28,Website - Desktop,16,20.1,False
SESS0001641,CUST00072,2025-09-14,Website - Desktop,11,10.2,False
SESS0001642,CUST00072,2026-01-20,Website - Desktop,12,3.4,False
SESS0001643,CUST00072,2025-12-15,Website - Desktop,16,13.2,True
SESS0001644,CUST00073,2026-04-11,Website - Desktop,17,13.7,False
SESS0001645,CUST00073,2025-11-18,Website - Desktop,17,25.7,False
SESS0001646,CUST00073,2025-12-26,Mobile App,12,2.6,False
SESS0001647,CUST00074,2026-03-26,Website - Desktop,4,5.0,False
SESS0001648,CUST00074,2026-04-03,Website - Desktop,9,2.5,False
SESS0001649,CUST00074,2026-05-12,Website - Mobile Browser,16,28.0,True
SESS0001650,CUST00074,2026-02-04,Mobile App,7,16.1,False
SESS0001651,CUST00074,2026-01-25,Website - Desktop,1,15.6,False
SESS0001652,CUST00074,2026-01-28,Website - Desktop,16,26.1,False
SESS0001653,CUST00074,2026-02-17,Website - Desktop,1,28.8,False
SESS0001654,CUST00074,2026-03-08,Mobile App,20,9.3,False
SESS0001655,CUST00074,2026-02-08,Mobile App,7,15.6,False
SESS0001656,CUST00074,2025-11-22,Mobile App,2,24.0,False
SESS0001657,CUST00074,2025-11-20,Mobile App,18,18.5,False
SESS0001658,CUST00074,2025-11-23,Mobile App,20,23.4,False
SESS0001659,CUST00074,2026-06-09,Mobile App,7,8.4,False
SESS0001660,CUST00074,2026-01-08,Website - Mobile Browser,25,13.3,True
SESS0001661,CUST00074,2026-03-24,Website - Mobile Browser,16,18.1,False
SESS0001662,CUST00074,2026-07-26,Website - Mobile Browser,16,4.5,False
SESS0001663,CUST00075,2025-10-02,Website - Mobile Browser,9,3.7,False
SESS0001664,CUST00075,2025-11-01,Website - Mobile Browser,9,16.0,False
SESS0001665,CUST00075,2026-08-03,Mobile App,15,6.5,False
SESS0001666,CUST00075,2026-01-04,Website - Desktop,25,20.9,False
SESS0001667,CUST00075,2025-12-14,Website - Mobile Browser,1,17.4,False
SESS0001668,CUST00075,2025-09-30,Website - Mobile Browser,8,17.4,False
SESS0001669,CUST00075,2025-08-31,Website - Desktop,19,24.9,False
SESS0001670,CUST00075,2026-03-13,Mobile App,5,19.9,False
SESS0001671,CUST00075,2026-07-03,Mobile App,23,18.7,False
SESS0001672,CUST00076,2025-12-24,Mobile App,3,10.9,False
SESS0001673,CUST00076,2026-05-20,Mobile App,11,15.9,False
SESS0001674,CUST00077,2026-01-20,Website - Desktop,7,25.4,True
SESS0001675,CUST00078,2026-06-03,Mobile App,19,22.5,False
SESS0001676,CUST00078,2026-03-05,Website - Desktop,10,16.2,False
SESS0001677,CUST00078,2026-01-07,Website - Mobile Browser,12,28.7,True
SESS0001678,CUST00078,2026-04-18,Website - Desktop,3,15.6,False
SESS0001679,CUST00078,2025-11-10,Website - Desktop,22,15.9,True
SESS0001680,CUST00078,2026-01-12,Mobile App,17,15.9,False
SESS0001681,CUST00078,2026-07-12,Website - Mobile Browser,11,23.7,False
SESS0001682,CUST00078,2025-10-12,Website - Desktop,23,15.7,False
SESS0001683,CUST00078,2026-05-21,Mobile App,19,12.9,False
SESS0001684,CUST00078,2025-10-09,Mobile App,6,29.1,False
SESS0001685,CUST00078,2026-03-26,Website - Mobile Browser,21,11.1,False
SESS0001686,CUST00078,2026-07-21,Website - Mobile Browser,20,22.8,True
SESS0001687,CUST00078,2026-04-19,Website - Desktop,16,9.1,False
SESS0001688,CUST00078,2025-11-03,Mobile App,15,6.2,True
SESS0001689,CUST00079,2026-06-23,Mobile App,19,6.8,False
SESS0001690,CUST00079,2026-08-07,Website - Mobile Browser,3,11.5,False
SESS0001691,CUST00079,2026-02-17,Website - Mobile Browser,25,3.2,False
SESS0001692,CUST00079,2026-05-23,Mobile App,10,23.5,False
SESS0001693,CUST00079,2026-04-12,Website - Desktop,11,17.1,False
SESS0001694,CUST00079,2026-06-28,Website - Mobile Browser,19,25.2,False
SESS0001695,CUST00079,2026-08-19,Mobile App,8,4.4,False
SESS0001696,CUST00079,2026-03-15,Mobile App,21,14.5,False
SESS0001697,CUST00079,2026-06-27,Website - Mobile Browser,19,1.3,True
SESS0001698,CUST00079,2026-02-11,Mobile App,8,14.4,False
SESS0001699,CUST00079,2026-03-13,Mobile App,2,21.4,False
SESS0001700,CUST00079,2026-05-24,Website - Desktop,11,24.8,False
SESS0001701,CUST00079,2026-03-25,Website - Mobile Browser,18,19.0,False
SESS0001702,CUST00079,2026-07-28,Website - Mobile Browser,18,8.8,False
SESS0001703,CUST00079,2026-07-23,Website - Desktop,19,10.0,False
SESS0001704,CUST00079,2026-08-03,Website - Mobile Browser,15,12.9,False
SESS0001705,CUST00079,2026-08-17,Mobile App,19,16.0,False
SESS0001706,CUST00079,2026-07-31,Website - Mobile Browser,18,18.9,True
SESS0001707,CUST00079,2026-05-03,Website - Desktop,24,6.7,False
SESS0001708,CUST00079,2026-06-26,Website - Desktop,19,2.4,False
SESS0001709,CUST00079,2026-08-04,Mobile App,18,17.6,False
SESS0001710,CUST00079,2026-02-16,Website - Mobile Browser,25,21.5,False
SESS0001711,CUST00079,2026-04-27,Website - Desktop,18,6.7,False
SESS0001712,CUST00079,2026-08-08,Website - Mobile Browser,15,12.6,False
SESS0001713,CUST00079,2026-05-14,Mobile App,1,20.7,False
SESS0001714,CUST00080,2025-09-03,Mobile App,19,12.3,True
SESS0001715,CUST00080,2026-03-30,Mobile App,21,23.7,False
SESS0001716,CUST00080,2026-05-04,Website - Mobile Browser,11,22.3,False
SESS0001717,CUST00080,2025-10-12,Website - Mobile Browser,4,5.1,False
SESS0001718,CUST00080,2025-09-12,Website - Mobile Browser,17,19.5,False
SESS0001719,CUST00080,2026-03-18,Mobile App,17,23.1,False
SESS0001720,CUST00080,2026-06-08,Mobile App,21,24.9,True
SESS0001721,CUST00080,2026-05-03,Website - Desktop,13,21.6,False
SESS0001722,CUST00080,2026-05-20,Website - Mobile Browser,2,26.3,True
SESS0001723,CUST00081,2026-01-17,Mobile App,8,14.7,True
SESS0001724,CUST00081,2026-04-30,Website - Mobile Browser,5,11.9,False
SESS0001725,CUST00081,2026-07-06,Mobile App,8,8.6,False
SESS0001726,CUST00081,2026-08-11,Website - Mobile Browser,14,20.0,False
SESS0001727,CUST00081,2025-10-25,Website - Desktop,2,7.7,False
SESS0001728,CUST00081,2026-05-24,Website - Desktop,16,10.2,False
SESS0001729,CUST00081,2026-01-12,Website - Desktop,17,23.6,False
SESS0001730,CUST00081,2026-06-03,Mobile App,11,11.0,False
SESS0001731,CUST00081,2026-01-18,Website - Desktop,15,7.5,True
SESS0001732,CUST00081,2025-12-02,Mobile App,22,27.0,True
SESS0001733,CUST00081,2025-11-01,Website - Desktop,11,10.5,True
SESS0001734,CUST00081,2025-10-23,Website - Desktop,15,20.4,True
SESS0001735,CUST00081,2025-11-13,Mobile App,21,3.3,False
SESS0001736,CUST00081,2026-05-04,Website - Mobile Browser,22,26.4,False
SESS0001737,CUST00081,2026-07-09,Website - Desktop,23,24.8,False
SESS0001738,CUST00081,2026-06-07,Website - Desktop,12,29.5,False
SESS0001739,CUST00081,2026-02-06,Mobile App,3,9.7,False
SESS0001740,CUST00081,2026-05-08,Website - Desktop,2,19.7,False
SESS0001741,CUST00081,2026-03-04,Mobile App,8,29.3,False
SESS0001742,CUST00081,2025-12-14,Mobile App,7,12.3,False
SESS0001743,CUST00081,2025-11-14,Mobile App,11,19.0,False
SESS0001744,CUST00081,2026-05-08,Website - Mobile Browser,20,2.7,True
SESS0001745,CUST00081,2026-03-13,Website - Mobile Browser,15,26.4,False
SESS0001746,CUST00081,2025-10-27,Website - Desktop,18,2.1,False
SESS0001747,CUST00081,2025-09-12,Mobile App,21,29.2,False
SESS0001748,CUST00081,2025-11-20,Website - Mobile Browser,9,11.0,False
SESS0001749,CUST00081,2025-09-10,Website - Desktop,14,29.3,False
SESS0001750,CUST00081,2025-10-19,Website - Desktop,1,27.5,False
SESS0001751,CUST00081,2026-07-11,Website - Desktop,24,25.8,False
SESS0001752,CUST00081,2026-07-26,Mobile App,3,13.2,False
SESS0001753,CUST00081,2025-12-02,Website - Mobile Browser,11,14.7,False
SESS0001754,CUST00081,2026-06-07,Website - Mobile Browser,22,6.6,True
SESS0001755,CUST00081,2026-04-15,Website - Mobile Browser,16,11.3,False
SESS0001756,CUST00081,2025-11-24,Mobile App,20,27.3,False
SESS0001757,CUST00081,2026-06-19,Website - Mobile Browser,15,7.4,False
SESS0001758,CUST00081,2026-03-07,Website - Mobile Browser,25,22.4,False
SESS0001759,CUST00081,2025-08-27,Mobile App,19,25.0,False
SESS0001760,CUST00082,2025-12-30,Website - Mobile Browser,22,9.5,True
SESS0001761,CUST00082,2026-04-01,Mobile App,8,5.7,True
SESS0001762,CUST00082,2026-01-06,Website - Mobile Browser,12,2.5,False
SESS0001763,CUST00082,2025-09-25,Website - Mobile Browser,9,16.4,False
SESS0001764,CUST00082,2026-05-07,Website - Desktop,1,28.4,False
SESS0001765,CUST00082,2026-03-12,Website - Desktop,10,23.9,False
SESS0001766,CUST00082,2026-05-13,Website - Mobile Browser,9,12.0,False
SESS0001767,CUST00082,2026-01-21,Website - Desktop,24,19.1,False
SESS0001768,CUST00082,2026-04-04,Website - Desktop,21,2.9,False
SESS0001769,CUST00082,2025-12-21,Website - Desktop,24,28.0,False
SESS0001770,CUST00082,2025-09-16,Mobile App,14,2.4,True
SESS0001771,CUST00082,2026-06-16,Mobile App,6,27.0,True
SESS0001772,CUST00082,2026-06-19,Website - Mobile Browser,4,12.4,False
SESS0001773,CUST00082,2025-11-13,Website - Mobile Browser,10,26.8,True
SESS0001774,CUST00082,2026-08-09,Website - Desktop,9,20.2,False
SESS0001775,CUST00082,2025-10-29,Mobile App,23,17.9,False
SESS0001776,CUST00082,2026-08-11,Mobile App,23,14.9,False
SESS0001777,CUST00082,2026-03-08,Mobile App,24,29.9,False
SESS0001778,CUST00082,2026-08-14,Website - Mobile Browser,5,16.3,False
SESS0001779,CUST00082,2026-06-03,Website - Mobile Browser,8,29.1,False
SESS0001780,CUST00082,2026-06-03,Mobile App,5,13.0,False
SESS0001781,CUST00082,2025-10-04,Website - Desktop,24,1.4,False
SESS0001782,CUST00082,2026-05-22,Website - Mobile Browser,13,21.4,True
SESS0001783,CUST00083,2026-01-11,Mobile App,14,11.6,False
SESS0001784,CUST00083,2026-04-19,Website - Mobile Browser,24,11.6,False
SESS0001785,CUST00083,2026-07-06,Website - Desktop,3,0.5,False
SESS0001786,CUST00083,2026-04-12,Website - Mobile Browser,13,27.5,False
SESS0001787,CUST00083,2026-03-13,Mobile App,5,23.9,False
SESS0001788,CUST00083,2026-06-17,Mobile App,22,21.1,False
SESS0001789,CUST00083,2025-11-14,Website - Mobile Browser,19,16.6,True
SESS0001790,CUST00083,2025-12-01,Mobile App,24,13.4,False
SESS0001791,CUST00083,2026-03-24,Mobile App,14,14.9,False
SESS0001792,CUST00083,2026-06-13,Mobile App,4,14.5,False
SESS0001793,CUST00083,2026-05-25,Mobile App,11,4.9,False
SESS0001794,CUST00083,2025-10-22,Website - Desktop,4,8.6,True
SESS0001795,CUST00083,2025-11-18,Mobile App,7,7.7,False
SESS0001796,CUST00083,2026-05-15,Mobile App,15,9.5,False
SESS0001797,CUST00083,2026-01-06,Website - Desktop,14,26.5,True
SESS0001798,CUST00083,2026-07-17,Website - Desktop,2,3.7,False
SESS0001799,CUST00083,2025-09-29,Website - Desktop,25,4.3,True
SESS0001800,CUST00083,2025-10-31,Website - Mobile Browser,19,23.6,False
SESS0001801,CUST00083,2025-11-01,Website - Mobile Browser,13,26.9,False
SESS0001802,CUST00083,2026-07-03,Website - Desktop,19,22.9,False
SESS0001803,CUST00083,2025-11-02,Website - Desktop,22,13.4,False
SESS0001804,CUST00083,2026-02-19,Website - Desktop,3,9.3,True
SESS0001805,CUST00083,2026-05-16,Mobile App,18,10.0,False
SESS0001806,CUST00083,2026-04-17,Website - Mobile Browser,11,10.6,False
SESS0001807,CUST00083,2025-09-03,Mobile App,9,23.5,False
SESS0001808,CUST00083,2025-10-24,Website - Desktop,18,12.3,True
SESS0001809,CUST00083,2025-10-29,Website - Mobile Browser,18,7.2,True
SESS0001810,CUST00083,2026-01-15,Website - Desktop,25,7.6,False
SESS0001811,CUST00083,2026-04-02,Website - Desktop,12,8.6,False
SESS0001812,CUST00083,2025-09-21,Website - Mobile Browser,3,11.5,False
SESS0001813,CUST00083,2025-09-21,Website - Mobile Browser,7,4.9,True
SESS0001814,CUST00083,2025-11-23,Website - Desktop,23,23.6,False
SESS0001815,CUST00083,2026-07-20,Website - Mobile Browser,15,17.9,False
SESS0001816,CUST00083,2026-08-11,Mobile App,5,26.3,True
SESS0001817,CUST00083,2025-10-02,Mobile App,19,10.0,False
SESS0001818,CUST00084,2026-03-04,Website - Mobile Browser,14,13.0,False
SESS0001819,CUST00084,2026-05-15,Mobile App,23,16.1,False
SESS0001820,CUST00084,2026-06-13,Mobile App,2,3.4,False
SESS0001821,CUST00084,2026-04-01,Website - Desktop,8,3.0,True
SESS0001822,CUST00084,2026-01-10,Mobile App,11,3.2,True
SESS0001823,CUST00084,2025-09-03,Mobile App,14,14.7,False
SESS0001824,CUST00084,2026-06-20,Website - Mobile Browser,4,28.4,True
SESS0001825,CUST00084,2026-05-28,Website - Mobile Browser,3,16.7,True
SESS0001826,CUST00084,2026-04-16,Website - Mobile Browser,22,12.5,False
SESS0001827,CUST00084,2025-09-11,Website - Desktop,10,4.3,False
SESS0001828,CUST00084,2025-11-24,Mobile App,14,19.4,False
SESS0001829,CUST00084,2025-09-26,Mobile App,5,26.0,False
SESS0001830,CUST00084,2025-10-17,Website - Mobile Browser,7,7.7,False
SESS0001831,CUST00084,2026-04-09,Mobile App,12,28.3,True
SESS0001832,CUST00084,2025-08-31,Website - Mobile Browser,7,0.9,True
SESS0001833,CUST00084,2026-08-09,Mobile App,7,2.1,False
SESS0001834,CUST00084,2026-08-06,Website - Desktop,11,29.3,False
SESS0001835,CUST00084,2025-10-04,Website - Desktop,23,1.1,False
SESS0001836,CUST00084,2026-05-19,Mobile App,6,9.0,True
SESS0001837,CUST00084,2025-12-26,Website - Desktop,5,1.3,False
SESS0001838,CUST00084,2026-05-08,Mobile App,4,9.8,False
SESS0001839,CUST00084,2025-11-07,Website - Mobile Browser,19,17.2,True
SESS0001840,CUST00084,2026-02-15,Website - Desktop,14,26.8,True
SESS0001841,CUST00084,2026-03-17,Website - Mobile Browser,17,4.6,True
SESS0001842,CUST00084,2026-02-02,Mobile App,9,1.6,False
SESS0001843,CUST00084,2025-10-24,Mobile App,19,4.3,False
SESS0001844,CUST00084,2025-12-24,Mobile App,12,11.6,False
SESS0001845,CUST00084,2025-10-21,Mobile App,22,22.3,False
SESS0001846,CUST00084,2025-09-16,Mobile App,4,22.9,False
SESS0001847,CUST00084,2026-05-03,Website - Desktop,7,7.1,True
SESS0001848,CUST00084,2026-04-09,Mobile App,21,5.6,True
SESS0001849,CUST00085,2025-10-10,Mobile App,7,5.2,False
SESS0001850,CUST00085,2026-06-19,Website - Desktop,11,25.1,False
SESS0001851,CUST00085,2025-10-03,Website - Desktop,11,4.2,False
SESS0001852,CUST00085,2025-12-11,Website - Mobile Browser,13,9.3,False
SESS0001853,CUST00085,2026-02-27,Website - Mobile Browser,15,13.1,True
SESS0001854,CUST00085,2026-06-24,Website - Desktop,19,15.6,False
SESS0001855,CUST00085,2025-10-17,Website - Desktop,6,22.5,False
SESS0001856,CUST00085,2026-07-21,Website - Mobile Browser,12,7.8,False
SESS0001857,CUST00085,2025-09-04,Website - Mobile Browser,22,14.5,False
SESS0001858,CUST00085,2026-01-27,Mobile App,9,20.0,False
SESS0001859,CUST00085,2025-10-19,Website - Mobile Browser,12,5.7,False
SESS0001860,CUST00085,2026-04-19,Mobile App,12,12.4,False
SESS0001861,CUST00085,2025-11-16,Website - Desktop,23,5.7,False
SESS0001862,CUST00085,2026-07-09,Website - Desktop,12,24.5,False
SESS0001863,CUST00085,2026-01-12,Mobile App,9,14.9,False
SESS0001864,CUST00085,2026-07-11,Mobile App,12,23.7,False
SESS0001865,CUST00085,2026-06-19,Website - Mobile Browser,2,18.8,False
SESS0001866,CUST00085,2025-10-06,Website - Desktop,4,8.4,False
SESS0001867,CUST00085,2025-10-27,Website - Desktop,8,7.9,False
SESS0001868,CUST00085,2025-10-05,Website - Mobile Browser,12,5.2,False
SESS0001869,CUST00085,2025-10-02,Website - Desktop,25,12.1,False
SESS0001870,CUST00085,2026-08-06,Website - Mobile Browser,8,10.5,False
SESS0001871,CUST00085,2026-01-02,Website - Mobile Browser,23,21.1,False
SESS0001872,CUST00085,2026-04-05,Website - Mobile Browser,25,17.5,False
SESS0001873,CUST00086,2025-10-08,Mobile App,10,6.5,False
SESS0001874,CUST00086,2026-07-25,Website - Desktop,16,27.8,True
SESS0001875,CUST00086,2026-07-24,Mobile App,11,14.5,True
SESS0001876,CUST00086,2026-07-15,Website - Desktop,21,21.1,False
SESS0001877,CUST00086,2026-04-01,Mobile App,24,18.9,False
SESS0001878,CUST00086,2025-10-30,Website - Desktop,9,6.8,False
SESS0001879,CUST00086,2026-03-05,Website - Desktop,18,10.2,False
SESS0001880,CUST00086,2026-03-30,Mobile App,22,17.5,False
SESS0001881,CUST00086,2026-04-28,Mobile App,13,22.1,True
SESS0001882,CUST00086,2025-10-20,Website - Mobile Browser,16,17.9,False
SESS0001883,CUST00086,2026-04-24,Website - Mobile Browser,25,26.7,False
SESS0001884,CUST00086,2025-12-13,Website - Mobile Browser,3,12.8,False
SESS0001885,CUST00086,2026-06-17,Mobile App,22,28.4,True
SESS0001886,CUST00086,2025-12-30,Website - Desktop,17,19.8,False
SESS0001887,CUST00086,2025-10-03,Mobile App,1,7.7,False
SESS0001888,CUST00087,2026-08-05,Website - Desktop,5,11.7,False
SESS0001889,CUST00087,2026-06-16,Mobile App,25,25.0,True
SESS0001890,CUST00087,2026-08-08,Mobile App,9,16.3,False
SESS0001891,CUST00087,2026-07-15,Website - Desktop,18,27.2,True
SESS0001892,CUST00087,2026-06-25,Mobile App,13,22.1,False
SESS0001893,CUST00087,2026-02-20,Mobile App,5,29.4,False
SESS0001894,CUST00087,2026-02-05,Website - Desktop,7,18.0,False
SESS0001895,CUST00087,2026-08-08,Website - Desktop,13,5.9,False
SESS0001896,CUST00087,2026-03-06,Mobile App,24,17.6,False
SESS0001897,CUST00087,2026-06-14,Mobile App,13,25.4,False
SESS0001898,CUST00087,2026-04-09,Website - Desktop,7,27.6,True
SESS0001899,CUST00087,2026-04-23,Mobile App,15,4.6,False
SESS0001900,CUST00087,2026-06-27,Website - Mobile Browser,21,27.0,True
SESS0001901,CUST00088,2026-08-06,Website - Mobile Browser,9,15.4,False
SESS0001902,CUST00088,2026-07-16,Website - Mobile Browser,4,5.9,False
SESS0001903,CUST00088,2026-06-17,Website - Desktop,23,9.1,False
SESS0001904,CUST00088,2026-07-23,Website - Mobile Browser,14,13.8,False
SESS0001905,CUST00088,2026-08-19,Website - Desktop,22,26.7,False
SESS0001906,CUST00088,2026-07-02,Website - Desktop,8,18.2,True
SESS0001907,CUST00088,2026-06-19,Website - Desktop,4,5.5,False
SESS0001908,CUST00088,2026-08-21,Website - Mobile Browser,1,3.9,False
SESS0001909,CUST00088,2026-06-25,Mobile App,19,18.2,False
SESS0001910,CUST00088,2026-07-09,Mobile App,25,22.8,True
SESS0001911,CUST00088,2026-07-05,Mobile App,9,29.2,True
SESS0001912,CUST00088,2026-07-12,Website - Mobile Browser,14,25.1,False
SESS0001913,CUST00088,2026-07-31,Mobile App,22,8.6,False
SESS0001914,CUST00088,2026-07-11,Website - Desktop,2,24.9,False
SESS0001915,CUST00088,2026-08-07,Website - Mobile Browser,9,3.1,True
